actor_id,name,profile_path,gender
206,Jim Carrey,/5tVf0ow8MX4OwjmVoSa5v7qUDka.jpg,2
3547,Ian McNeice,/v217qBNPrwNBvcu9F3BVBPE0AwM.jpg,2
4001,Simon Callow,/pOABmGHa7h1CQ1oG4Q6PyuCbwqL.jpg,2
57096,Maynard Eziashi,/zSxucY5ua1EnrVoKJD97BuqJGvw.jpg,2
4029,Bob Gunton,/b3NfI0IzPYI40eIEtO9O0XQiR8j.jpg,2
10814,Wesley Snipes,/hQ6EBa6vgu7HoZpzms8Y10VL5Iw.jpg,2
57755,Woody Harrelson,/1ecdooAHICUhCZKKEKlFtccEmTU.jpg,2
16866,Jennifer Lopez,/mxBDIyt8u4q5eJcQkGipNYTtlvz.jpg,1
9287,Robert Blake,/fA9Zg9OprSMxjy54KuH1WDiCMvq.jpg,2
2955,Chris Cooper,/ytZY7YofdiAZyiyr4NyiB77lwwQ.jpg,2
8891,John Travolta,/ns8uZHEHzV18ifqA9secv8c2Ard.jpg,2
193,Gene Hackman,/qEKcmwc1XstymEniGuCs3KIsGfP.jpg,2
14343,Rene Russo,/aaPzuXRHdyxamPMXqu70okPaqvB.jpg,1
518,Danny DeVito,/zKuyzmKzPLG7RJo7lbbHjx6CCZc.jpg,2
1117,Dennis Farina,/o649nAtUimSZxEV6xa5JbMSgsED.jpg,2
10205,Sigourney Weaver,/gxBIAr3CnBjkNRoPovVJCvEGqP0.jpg,1
18686,Holly Hunter,/sfqLoSx2dmfQTafqbv8lNHnBeUW.jpg,1
883,Will Patton,/qpycaaWP1oUx1Wd2lMBfQtR7qDO.jpg,2
18687,William McNamara,/c19069KdW7VW4h8Q5Cq35j8sOMl.jpg,2
18688,Harry Connick Jr.,/zdIXPJyfpje8BGBjNQAe73CzSTx.jpg,2
16483,Sylvester Stallone,/gnmwOa46C2TP35N7ARSzboTdx2u.jpg,2
1231,Julianne Moore,/v2FcWGiiuvl6P7NV0966jNL09uh.jpg,1
58556,Anatoli Davydov,/h612YfWBEymtZw13UQ6JVe0rXEs.jpg,0
17348,Muse Watson,/f7SZHWqYqAndyA7BAcVBonkP3jQ.jpg,2
2453,Mary Steenburgen,/yJhfuqS3yXW7kLSyvRU6n3b35mq.jpg,1
54789,Sean Patrick Flanery,/eydhpVBF1jSSaaGeox8sMaFk2Mq.jpg,2
2714,Lance Henriksen,/wf4Pr9RxsHGd0O9fLPiB3Al8IVC.jpg,2
4785,Jeff Goldblum,/w9frUiRJUyRnWvFqihtS31q6LWc.jpg,2
36637,Brandon Smith,/eM1ZbYDxOXhgPcY9Zlj12UyXxyD.jpg,2
2963,Nicolas Cage,/ti2h1OS1n1VwoJHWFaJD8dMZuEE.jpg,2
1951,Elisabeth Shue,/44AaIXkbZFkdhSW1kRdzCbfYk6c.jpg,1
6104,Julian Sands,/hDb4UlbeTvvVK53Cmh7W0Ijo41h.jpg,2
6105,Richard Lewis,/3FXeKupG6T32AXZ4mAh9XqIGfiu.jpg,2
6106,Steven Weber,/ujINzDjLNtELBSUkRHQgExzP4Fb.jpg,2
6886,Christina Ricci,/dzB58d6fNrTEi7nBAU1tySJc2at.jpg,1
12929,Rosie O'Donnell,/76ZWoNK1Fr6gmJUH1zhEBMsT9DT.jpg,0
2155,Thora Birch,/jxtp9prkQgFmj0ZRvi1kcnnqaWb.jpg,1
29369,Melanie Griffith,/cb2IeaETE0oVV5JZc79Vi0dS6m2.jpg,1
12930,Gaby Hoffmann,/zg7FTMjtdWmyg8b4o5DXEZNC5uv.jpg,1
2372,Ron Perlman,/xZyrXT2iEmSOokQRc1hedmxrbTi.jpg,2
2413,Dominique Pinon,/uXS9jinsWVT1ZWAz8rj9ifCy9qS.jpg,2
13842,Judith Vittet,/8jBxds9PU80J8aJhoNpDksbzUXU.jpg,0
13843,Daniel Emilfork,/sVPMtUDg3dTKpU4iBXCPwCc0k5j.jpg,2
13687,Jean-Claude Dreyfus,/zPCzuuP8yhI86eoBSAUgltMU5T5.jpg,2
1160,Michelle Pfeiffer,/8kQhI2HGD1oB2wXHNqxRcElnmO3.jpg,1
10477,George Dzundza,/jyjr4P3uCpfrbwk8ySXNaDpBMbc.jpg,2
24047,Courtney B. Vance,/fscE874yHp4aeLLhMFD66OwYQt0.jpg,2
11902,Robin Bartlett,/ogqlVNZ6R5pd7fRyqueUeN9FWbe.jpg,1
12642,John Neville,/b6s37ak6b0ikhpVk6XVG56QWVqp.jpg,2
62,Bruce Willis,/2B7RySy2WMVJKKEFN2XA3IFb8w0.jpg,2
289,Madeleine Stowe,/jqd70MNVUs3nTbxn3B3G6UNV4Oc.jpg,1
287,Brad Pitt,/ejYIW1enUcGJ9GS3Bs34mtONwWS.jpg,2
290,Christopher Plummer,/fauMGxa6dc86nHNenQ8X6DlE6YV.jpg,2
52,David Morse,/5PuSGfBw3Hsdo5jkhZ59NDFCZUm.jpg,2
58136,Christine Cavanaugh,,1
6199,Miriam Margolyes,/7Fijg5sZ7gKbooq6tId3MUS5sDY.jpg,1
52699,Danny Mann,/28JtvJrUIcHM4s8HV84ncxPD7Uv.jpg,2
1331,Hugo Weaving,/di4A3qhYBIVdlH9DKjqbWfo3FWw.jpg,2
35109,Miriam Flynn,/6VKACA883vyve6uuviO4I6QpluL.jpg,1
4038,Susan Sarandon,/giqZPokZi2nKLtYw8hrMVf8Vita.jpg,1
2228,Sean Penn,/f2uy1zq0qmtLBpsr6N9uQ8FktOr.jpg,2
10360,Robert Prosky,/9xpt96AOur6MmLIEaYhRiCQLIOE.jpg,2
8655,R. Lee Ermey,/r8GBqFBjypLUP9VVqDqfZ7wYbSs.jpg,2
1796,Kirstie Alley,/fQ1EOV3dazf05uhrEVqMN2S3T0U.jpg,1
26472,Steve Guttenberg,/utLqKSEN9TX3EniBlX4BpytDunB.jpg,2
67848,Ashley Olsen,/gIZBBtO7IGV1wxgFNCzuo7ZakwO.jpg,1
67849,Mary-Kate Olsen,/fxTJRxHrNyZVrWZWQZOTXJnGwDY.jpg,1
92255,Jane Sibbett,/w76SJiN72NRfUKNgmJ1ZZfYzjG9.jpg,1
5588,Alicia Silverstone,/vEuWi98LSRp9L53CGzIhQLMRvbZ.jpg,0
58150,Stacey Dash,/nqdCmfn1esQrhdfLygF0y0yGjcA.jpg,1
328,Brittany Murphy,/jktbTmFE3TVaKUqPDWw8VZ5rXqc.jpg,1
22226,Paul Rudd,/ltIBF3NimzCfhGXnFCq9LGKaoBz.jpg,2
49002,Donald Faison,/j3YbuYlQgqLNY0YdtgFR6Jn5imo.jpg,2
1327,Ian McKellen,/coWjgMEYJjk2OrNddlXCBm8EIr3.jpg,2
388,Jim Broadbent,/50TV6UKJKjmqdn1GQNuuCIYHLzP.jpg,2
5470,Kristin Scott Thomas,/9zBXGGcUBi7DnulKcFPCAdwrKY0.jpg,1
42566,Adrian Dunbar,/jFQXifW6puF2tAugnmPRIA8xvh3.jpg,2
18291,Larenz Tate,/ApN0l0NF1fUp61PwffW09ZqEUMW.jpg,2
65827,Keith David,/nwAC9TgwRkj0Ritq93O8GeublyL.jpg,2
66,Chris Tucker,/9RQvgEi1GnPK4QzqOGHL3jP3VZr.jpg,2
6862,Freddy Rodríguez,/mlWlBZHsncujfC0Jt6H982TNDVl.jpg,2
69447,Rose Jackson,,1
3223,Robert Downey Jr.,/1YjdSym1jTG7xjHSI0yGGWEsw5i.jpg,2
5344,Meg Ryan,/iv33eEcSakPCkO2MiR4bIZpjgyg.jpg,1
4783,Sam Neill,/bmTxJ3szZaQNCgYOaVRRQxBDQlF.jpg,2
11207,David Thewlis,/1YhN379UKCPt94nbLzncsDHTC9T.jpg,2
38559,Christopher Lambert,/sIl2F9LDTjfnAVBxEG5CTtZGuJU.jpg,2
57250,Robin Shou,/g3l02KaSOv0sDVRijyEO78PXfqy.jpg,0
57251,Linden Ashby,/thzvdpk4TV5hvmKxGrCKGZPrRkw.jpg,2
11398,Cary-Hiroyuki Tagawa,/6KLAW9vcrI1FLLLrTAm0obL4qxc.jpg,2
20751,Bridgette Wilson,/l5bUegMA9PHoeRgBkio2bE9R7Vj.jpg,0
2227,Nicole Kidman,/1ammEgq5D6qw5mM4WkgUmnxQ7Uy.jpg,1
2876,Matt Dillon,/svj4JJmblkNUt9pSrchJEzx4VR3.jpg,2
73421,Joaquin Phoenix,/fGXFFv7owELL4wCFn2OsFAgOiO3.jpg,2
1893,Casey Affleck,/kPNMpiZHsAzeQar4DiNsrekwHBU.jpg,2
7796,Illeana Douglas,/w2O2SOXzwtJu9eytb3hGS7T8ftR.jpg,1
1920,Winona Ryder,/gUyEOZpZlGBUkUxCxyoLEc9WejR.jpg,1
10774,Anne Bancroft,/4VMhut6tvXqXBmMGFRjXbbImAZW.jpg,1
9560,Ellen Burstyn,/zWzteRuoC5nbPXITuZfu1AAeZ8Q.jpg,1
18794,Kate Nelligan,/4GpQvniLNMKF19qtHMb0tBBgNce.jpg,1
14500,Jean Simmons,/lVE40Hx4s2VI2nPxkNaF0hBjPw9.jpg,1
192,Morgan Freeman,/oGJQhOpT8S1M56tvSsbEBePV5O1.jpg,2
12052,Gwyneth Paltrow,/uSidH77gLyon3Zpg6y1GxpKJMdZ.jpg,1
11885,John C. McGinley,/6AJL0ylRtJ9vcR57yEenhWHXHFt.jpg,2
1979,Kevin Spacey,/cdowETe1PgXLjo72hDb7R7tyavf.jpg,2
65529,Irene Bedard,/eUX06X7ZpioIO7rHRsaAyNzL646.jpg,1
2461,Mel Gibson,/6VGgL0bBvPIJ9vDOyyGf5nK2zL4.jpg,2
28010,David Ogden Stiers,/zngM0eXq6RuYZmdocsAY2AMKUja.jpg,2
31365,John Kassir,/d6zZiJ7t3Ve41Ny0ow4PhCyqfMw.jpg,2
3203,Russell Means,/7cmcwlWqZ2iJycikffenrLZnWbg.jpg,2
9045,Stephen Baldwin,/w2nZjBsEsjboQDZJXEkysuGgue4.jpg,2
5168,Gabriel Byrne,/lFIH4De52Eg21m7pScPMXezZDUh.jpg,2
9046,Chazz Palminteri,/57fiwGZBohA7qytoXOUJtSNVksT.jpg,2
7166,Kevin Pollak,/kwu2T8CDnThZTzE88uiSgJ5eHXf.jpg,2
4935,Pete Postlethwaite,/5nbSzrwyDcLhC15buncGdrQqJ8e.jpg,2
1243,Woody Allen,/wpcOUlaszvJoVRf1yLbDtu7u4FI.jpg,2
23931,Mira Sorvino,/ooyCQtEdE9wIsgC1lZRFo36VzRo.jpg,1
1283,Helena Bonham Carter,/rHZMwkumoRvhKV5ZvwBONKENAhG.jpg,1
1164,F. Murray Abraham,/luHava7pnJLEqGH05bqENXkOsKH.jpg,2
10560,Donald Symington,,2
46423,Olivia d'Abo,/l7m7nw7wQFvc2ROXOTa4Flblh4M.jpg,1
6067,Jay O. Sanders,/wgCFAatAtmfN5zWgwzGgA48wwXu.jpg,2
8659,John Terry,/wESDSPXZXmXLp9vEfdtNKguwV3o.jpg,2
69395,Bug Hall,/7B2KfTPVnldxMT7pCgxd14oo6LF.jpg,2
1466,Charles Durning,/cDbNCqLStv13MW8W6DZ504xsbrz.jpg,2
6194,Claire Danes,/6Lr3Yc53iifCPtJz1jTzjhVxa0j.jpg,1
24366,Philippe Noiret,/cxqfBaHzXOOMVcxHYfAewhG2Cjc.jpg,2
67792,Massimo Troisi,/4MYP8iFkyi1txnPmR5LlPISt77X.jpg,0
10777,Maria Grazia Cucinotta,/bgI6qh8V7zKslCcGxRflom4H7yS.jpg,1
14149,Renato Scarpa,/4jANi4vGdTqFG7a5OjtbM9ikwOe.jpg,2
538696,Linda Moretti,,0
69301,Hal Scardino,/q8TX9vJfLSzYDztSIDmz1ao002t.jpg,2
69302,Litefoot,/6MmZFvtuY2Vmnt6lDsC7hw8lk4X.jpg,2
32225,Lindsay Crouse,/mAZTWVbtfmC0R4R6TZ3rjhJSW0b.jpg,1
28633,Richard Jenkins,/iz61iPIgNUp0yk48bRNjEJ5GHO4.jpg,2
1318612,Rishi Bhat,,0
35,Sally Field,/ymhpsxujOO3a9qaGYSpkenCt9Le.jpg,1
2628,Kiefer Sutherland,/4YvDfOfD4TgyzDkLGoq76g5BZNe.jpg,2
821,Beverly D'Angelo,/fkedkicdG9o9axNqGs5tcTFxglw.jpg,1
33689,Charlayne Woodard,/vXtT2E73JwxhT8YIBGPYpD05WbN.jpg,1
3037,Richard Dreyfuss,/7JPMhXnfY5jgPbtByutwkHHZS3M.jpg,2
21104,Glenne Headly,/9SQLk39MM1DildLbu9A7CLBd3Xo.jpg,1
21105,Jay Thomas,/uA6okci70tAGTHeuC1JQQjrlKir.jpg,2
3019,Olympia Dukakis,/8kYmUwC0SfnJKt39M5Xrr8Q0oIf.jpg,1
3905,William H. Macy,/cYmHYCGxkOVZgu2oDyhF6lKgfaj.jpg,2
35690,Shawn Wayans,/9GHZOZMCsbQyESuMYtO7T7hs0lg.jpg,2
9562,Marlon Wayans,/yMBaTsPrthko9eYtSjfVduws5Cn.jpg,2
66131,Tracey Cherelle Jones,/2e28ZU2nQEaxOu1js0DUiAhkS3u.jpg,1
27590,Chris Spencer,/YKLFR5dQzNOXCXikByhTRRvqkW.jpg,2
2535,Vivica A. Fox,/uxTOzgRhk0VkbK1ZiOrQSTYuzAl.jpg,1
64998,Pauly Shore,/rCoEeH3jmwpNjMHAVv9SchtnNJh.jpg,2
16484,Joey Lauren Adams,/hQqqcyUvLQwnqBYCdpGZIfKOpmO.jpg,1
43433,Teresa Hill,/lUCwVSoh1ETkvNGEiJzgmYYLD4C.jpg,1
7676,William Atherton,/ulUP6CRnC3F6XmD3NH0AMJpVmln.jpg,2
9778,Ice Cube,/dzdn1tyWkC4EjlBVKvpAhg5osYA.jpg,2
9781,Nia Long,/q01J3WgNd96GR7CcSxx56N8qwSZ.jpg,1
8396,Tom Lister Jr.,/UY4xouwBs8p9QmcXbnP8iy2uYp.jpg,2
56902,John Witherspoon,/mlrxal9uTk2h6i0suarNOyYGiTN.jpg,2
1461,George Clooney,/esyiULfB7kSrhgzBkLamjsTTKEg.jpg,2
138,Quentin Tarantino,/9ci4NBvHXJktxjALdJsrtasqgtV.jpg,2
1037,Harvey Keitel,/4IcHhp1SCKijRxb7kqnxZNJuKdn.jpg,2
3196,Juliette Lewis,/fiQ7fF6AiU5oyihM7hVAotNYUv.jpg,1
11158,Ernest Liu,/4gwacrjkxzoN3ZWI2o68UjsHDNs.jpg,0
13021,William Baldwin,/1G9Y076nnZaobTAtzRefZd8rFNN.jpg,2
33665,Cindy Crawford,/wwlVhWLQH5nWDhnbFDwbfYc4p9o.jpg,1
782,Steven Berkoff,/jiYMK9prj46Qe4gmbKtBDE6YlSr.jpg,2
4443,Christopher McDonald,/wrmn93czsOTrX8KtQuIAEh9PZpR.jpg,2
30488,Miguel Sandoval,/x0mn76606kpJtzzl0B2nfJlZXkE.jpg,2
2224,Christian Slater,/3ElLWjnvchMS6Q4cIQOK8QNAoMG.jpg,2
31140,Mary Stuart Masterson,/jQLmmJWumj0MsxE2DjvMHbf5ysz.jpg,1
21063,Pamela Adlon,/DbStLMSMhW1qtmKugYjS4yWOi.jpg,1
16851,Josh Brolin,/jz8gDYozhRC2Ymd38ydPsW7wm49.jpg,2
4890,Brian Tarantina,/3wJWb5xIxkwvSWVvdgEE92YIBaS.jpg,2
27811,Peter Weller,/qTdm4vdZPsplJpnTU4fSprp0CxJ.jpg,2
56977,Roy Dupuis,/yS7QOgqznIGFayy4ona7OWcRi55.jpg,2
56978,Jennifer Rubin,/xK5ubDqPfiWjXffMJzTvObFlXsV.jpg,1
56979,Andrew Lauer,/hO1kHCOeh5Y3b451JjngSA5MYjM.jpg,2
25689,Liliana Komorowska,/kSgBaqw40KmT1z4aiyBXnfghtc5.jpg,1
514,Jack Nicholson,/hINAkm21g80UbaAxA6rHhOaT5Jk.jpg,2
5657,Anjelica Huston,/Aiyv68gYWcEe9OYhyCkOa09kjmy.jpg,1
32,Robin Wright,/tXfQTgcIEPP7gtVdJ44ZxZPhacn.jpg,1
6721,Piper Laurie,/eKjVK5MQ5RK9XuVLaCC2oYACmbK.jpg,1
3416,Demi Moore,/eLNoOYnxvhpV0BMSkNNnyyo5In7.jpg,1
7447,Alec Baldwin,/zFtp13AZyPbqbj6yHujPWHO5ioh.jpg,2
24045,Joseph Gordon-Levitt,/zSuXCR6xCKIgo0gWLdp8moMlH3I.jpg,2
8256,Anne Heche,/aXMySUgcAJ09dq0oD0qY1mcsr1c.jpg,1
4691,James Gandolfini,/19r3knxqTAPUgfItOPXg3ouOcpI.jpg,2
1271,Andy García,/zE3KYH6f6cxCehJJYKDTQa8sCaK.jpg,2
1062,Christopher Lloyd,/iQzG9apaIsHnn7iGrer3YEDp8Zo.jpg,2
4520,William Forsythe,/3oaz2y7hIm3r3OyDKvQ1i2D8cLR.jpg,2
5502,Bill Nunn,/dcZWC2iGjHasKwdYSwpHcWFQX5a.jpg,2
4515,Treat Williams,/uKejRJTEVOy6IOsJX2mJH3SwbTl.jpg,2
1229,Jeff Bridges,/xms1RAY6q7Lzp7wNeRCB0kzhucn.jpg,2
6692,Caroline Goodall,/f3L5WmEtGjjONTe8qvBZOy2dWTJ.jpg,1
47879,John Savage,/4cNKdr2E2gAvAjjydcwJGscoBsD.jpg,2
24965,Scott Wolf,/y5NBlTvKDIe2csxZeeYv6ooM8rN.jpg,2
23958,Jeremy Sisto,/o2FDlQQWOxF18Bq6hDvhiQZE8i9.jpg,2
1206,Jason Alexander,/ernpSXp2RnkzeV14OEEKXRq1yND.jpg,2
6450,Faye Dunaway,/cfGKu00Oj5RrLW1g04nOubsGT4r.jpg,1
27564,Eric Lloyd,/qemoEBG9JeAerb3RsXUOa2peZxQ.jpg,2
4757,Rupert Everett,/pgwbXEVq1v6vVNwcjqbMnhIvA4k.jpg,2
171373,Graham Sack,,2
58198,Chris Farley,/cBdeUwTCordbeFTSo7pPBNPRMph.jpg,2
60950,David Spade,/tamKFAKdB1Q2mllHYHXxqg3YUXr.jpg,2
31511,Grant Heslov,/7MKZWZnGmeBmK9JRUKZYDN8Cqeb.jpg,2
21561,Tim Matheson,/iQQCtIS9bQJlQ8OMOzeidsJptAQ.jpg,2
2048,Gary Busey,/n66ycv61ZoqusHthcQde1g3JY6T.jpg,2
85,Johnny Depp,/kbWValANhZI8rbWZXximXuMN4UN.jpg,2
21365,Courtney Chase,/pFnq6LRYWjUCTZ8HjGC3uwUOBB0.jpg,1
17764,Charles S. Dutton,/ajXBoMz8xGgDDcn8xpRi8LmXKKa.jpg,2
4690,Christopher Walken,/ysO1GwRzLT9OVAB9Y2SKHxomqDr.jpg,2
21366,Roma Maffia,/tfscWeBOGA9aysLbYoOduimpTOk.jpg,1
1204,Julia Roberts,/h13yvG0tRNMTAwciQXxYmQWdYW8.jpg,1
6949,John Malkovich,/tCtiWZbKKRgHhLxFCIPfveYAsdc.jpg,2
47722,George Cole,/7sY6HvIAEqH8B009ttQIn90J3S0.jpg,2
5658,Michael Gambon,/rcjsXZ6PUKlBbrFNv8itMWLzgXx.jpg,2
515,Glenn Close,/fF6tCfuvuUhaePm5onUNnIE4FvL.jpg,1
776,Eddie Murphy,/bsi706zdqs0KAPdOsqz6AkLNcFF.jpg,2
9780,Angela Bassett,/tHkgSzhEuJKp5hqp0DZLad8HNZ9.jpg,1
32486,Allen Payne,/xJtew7b2oZRZjIzocnBZgkVlWWt.jpg,2
66554,Kadeem Hardison,/aCuoYn6GdVqZyy35JmqaY6TS9bO.jpg,2
11315,Noah Emmerich,/iTPoDQq2R5zU17hRwLtWkm2gCmK.jpg,2
49425,Annabeth Gish,/tA2iInfNHuqWvAec0wtnrji0nGw.jpg,1
34485,Lauren Holly,/bWQsB6ueNNkygxCiIxyKznQAiOK.jpg,1
16327,Timothy Hutton,/ypC4mzLExwmG0QHfi8vFe9LTeSi.jpg,2
20767,Samantha Mathis,/dzUjIFu7AAbwwJfj6aFRPfvYgC3.jpg,1
18792,Delroy Lindo,/uhjdTemc2kYbQj47bVqRb7OdVjH.jpg,2
1925,Vincent Cassel,/yTTyX7xziiMibm0nzcH5z6xxLLv.jpg,2
5418,Hubert Koundé,/rVgtZ1d6bbbaMFcGVujZEznqQNo.jpg,2
5419,Saïd Taghmaoui,/bOh3ZQ64WiGivN6GJrrO8vrw9wU.jpg,0
5420,Abdel Ahmed Ghili,,2
72270,Souleymane Dicko,/zvXIfoX3x9B6DHb3V6hQscj5UZR.jpg,2
3036,John Cusack,/uKydQYuZ9TnCzvbQLtj6j98vWAT.jpg,2
1004,Danny Aiello,/UvPalkz4ynJJrTcrbpfD05gVoO.jpg,2
2641,Martin Landau,/ylT7pqkcPNsHloe2dJsePFSoIkE.jpg,2
36422,Luke Wilson,/n7CRA7h1z3FVOzBJ5EjfSrPQbvl.jpg,2
887,Owen Wilson,/j7oYgvfDiO34VcFdSB7GhM2CSle.jpg,2
74940,Lumi Cavazos,/cvBcBBqT23YQ58fUqNTD6hQwi3A.jpg,1
