keyword_id,movie_id,name
2343,27793,magic
550,11863,callgirl
582,11863,san francisco
5340,11863,investigation
9826,11863,murder
339,9101,submarine
4410,9101,u.s. navy
9789,9101,misfit
237,11000,gay
824,11000,drag queen
1013,11000,homophobia
1196,11000,florida
1862,11000,coming out
2944,11000,senator
6083,11000,politician
158718,11000,lgbt
201554,11000,crossdressing
210608,11000,1990s
416,9737,miami
703,9737,detective
772,9737,handcuffs
822,9737,airport
1666,9737,mexican standoff
3688,9737,strip club
4009,9737,witness protection
9844,9737,car crash
11730,9737,internal affairs
12371,9737,gunfight
14601,9737,explosion
14707,9737,brutality
14967,9737,foot chase
15483,9737,car chase
18026,9737,drug lord
166856,9737,hangar
167114,9737,loose cannon
167115,9737,bust
167119,9737,reference to skittles
167124,9737,black cop
167128,9737,badge
219404,9737,action hero
226376,9737,corrupt cop
6075,10474,sport
6496,10474,basketball
6782,10474,addiction
9713,10474,friends
14964,10474,drug
305,568,moon
1196,568,florida
1432,568,nasa
2345,568,spaceman
4776,568,race against time
9609,568,houston
9672,568,based on true story
9882,568,space
10084,568,rescue
10349,568,survival
10617,568,disaster
14601,568,explosion
14626,568,astronaut
156395,568,imax
184994,568,saturn v rocket
189098,568,courage
193479,568,hypothermia
226233,568,apollo program
226234,568,cape kennedy
226235,568,lunar mission
226236,568,spacecraft accident
388,11780,scotland
5565,11780,biography
160279,11780,18th century
208070,11780,highlands
220446,11780,violent man
483,414,riddle
849,414,dc comics
3259,414,rose
6969,414,gotham city
9104,414,partner
9715,414,superhero
10486,414,robin
10525,414,broken neck
11268,414,psychologist
14819,414,violence
15009,414,criminal
33518,414,district attorney
33626,414,millionaire
33981,414,falling down stairs
34156,414,tied up
156116,414,tommy gun
157166,414,beretta
157583,414,knocked out
163455,414,super powers
170383,414,disfigurement
170652,414,father figure
549,649,prostitute
596,649,adultery
848,649,double life
851,649,dual identity
931,649,jealousy
1157,649,wife husband relationship
1411,649,brothel
1566,649,dream
2316,649,women's sexual identity
2486,649,fantasy
3260,649,masochism
10183,649,independent film
3335,8839,halloween
6054,8839,friendship
6152,8839,supernatural
6155,8839,afterlife
9713,8839,friends
15017,8839,danger
162846,8839,ghost
189449,8839,disorder
193545,8839,young heroes
202322,8839,imaginary
206813,8839,supernatural ability
206834,8839,mischievous children
11505,20649,drug pusher
13008,20649,train
14964,20649,drug
18026,20649,drug lord
690,10329,gorilla
2521,10329,kongo
3379,10329,diamond mine
33461,10329,diamond
339,8963,submarine
1860,8963,mutiny
2139,8963,russia
2534,8963,missile
3312,8963,nuclear missile
4123,8963,embassy
4410,8963,u.s. navy
4933,8963,battle for power
6791,8963,torpedo
162365,8963,military
198423,8963,moral dilemma
217133,8963,post cold war
221092,8963,aircraft carrier
226740,8963,chain of command
226741,8963,launch code
226742,8963,sonar
75,8068,gunslinger
139,8068,anti terror
502,8068,ambush
534,8068,mexico
797,8068,showdown
953,8068,guitar
2483,8068,nudity
2708,8068,hitman
3458,8068,bartender
9748,8068,revenge
10044,8068,tragic hero
10950,8068,shootout
14575,8068,mariachi
14601,8068,explosion
14687,8068,extreme violence
14707,8068,brutality
18026,8068,drug lord
41372,8068,leg brace
154889,8068,concealed weapon
187844,8068,flashback
226790,8068,bookstore
5823,8512,jazz club
9826,8512,murder
12670,8512,los angeles
155790,8512,private detective
195402,8512,film noir
207268,8512,neo-noir
258,1572,bomb
444,1572,taxi
483,1572,riddle
642,1572,robbery
703,1572,detective
720,1572,helicopter
1321,1572,gold
1552,1572,subway
3799,1572,ship
5572,1572,fistfight
6149,1572,police
9663,1572,sequel
9758,1572,deception
10950,1572,shootout
14512,1572,new york city
14601,1572,explosion
14819,1572,violence
15483,1572,car chase
18525,1572,fbi agent
177309,1572,simon says
187844,1572,flashback
188329,1572,dump truck
192707,1572,aqueduct
219404,1572,action hero
226838,1572,federal reserve bank
572,13552,sex
1664,13552,eroticism
2483,13552,nudity
2652,13552,nazis
9937,13552,suspense
13017,13552,drifter
180340,13552,voyeur
3966,6520,camelot
10466,6520,knight
10982,6520,king arthur
177128,6520,excalibur
177129,6520,knights of the round table
2526,9073,human animal relationship
4676,9073,whale
155529,9073,killer whale
293,10428,female nudity
2157,10428,hacker
2483,10428,nudity
2812,10428,computer virus
4563,10428,virtual reality
6104,10428,computer
9835,10428,sexual fantasy
9864,10428,prank
11615,10428,internet
12190,10428,cyberpunk
13130,10428,teenager
14512,10428,new york city
41249,10428,secret service
155555,10428,computer hacker
160840,10428,dream sequence
2588,9886,brain
3321,9886,childhood memory
4565,9886,dystopia
6135,9886,pharmaceutical industry
6566,9886,computer chip
8662,9886,courier
10919,9886,cyber
12190,9886,cyberpunk
934,9482,judge
4458,9482,post-apocalyptic
4565,9482,dystopia
9717,9482,based on comic
15090,9482,police officer
18712,9482,based on graphic novel
160159,9482,frame up
162988,9482,dystopic future
180172,9482,framed for murder
182703,9482,gene
182706,9482,prosthetic limb
182709,9482,post holocaust
182711,9482,dna testing
203165,9482,dredd
236590,9482,2000 ad
1525,9344,puberty
2201,9344,first time
1388,9071,cinema
10183,9071,independent film
11614,9071,filmmaker
572,2293,sex
4325,2293,game show
8631,2293,slacker
41175,2293,shopping
157690,2293,mall
162296,2293,ex-boyfriend ex-girlfriend relationship
168033,2293,jay and silent bob
171329,2293,silent man
171343,2293,coke
171346,2293,bandleader
179430,2293,aftercreditsstinger
10988,9070,based on tv series
12667,9070,tokusatsu
155030,9070,superhero team
173577,9070,ethnic diversity
191474,9070,super sentai
201635,9070,power rangers
203223,9070,mighty morphin power rangers
203224,9070,mmpr
1332,1642,cheating
2547,1642,new identity
2812,1642,computer virus
3713,1642,chase
6104,1642,computer
10333,1642,stalking
970,11472,parent child relationship
1009,11472,baby
6038,11472,marriage
13149,11472,pregnancy
168386,11472,child wish
290,11980,angel
3648,11980,archangel gabriel
9511,11980,menschheit
572,32646,sex
852,32646,chemical
1279,32646,medicine
3451,32646,housewife
6305,32646,pollution
6898,32646,quarantine
10183,32646,independent film
12097,32646,allergy
15106,32646,psychiatrist
40895,32646,illness
189449,32646,disorder
202579,32646,retreat
235410,32646,multiple chemical sensitivity (mcs)
235411,32646,environmental illness
818,10533,based on novel
2871,10533,burning of witches
10223,10533,puritan
13149,10533,pregnancy
15060,10533,period drama
34094,10533,extramarital affair
246,10802,dancing
293,10802,female nudity
1663,10802,go-go dancer
2874,10802,spanner
3182,10802,seduction
4378,10802,striptease
7017,10802,sexappeal
919,10149,smoking
1621,10149,robber
3170,10149,cigarette
6458,10149,cigar
8736,10149,laden
10183,10149,independent film
13028,10149,writer
1475,9348,telepathy
1718,9348,dna
2340,9348,paranoia
6017,9348,genetics
6245,9348,instinct
9016,9348,femme fatale
9951,9348,alien
10562,9348,on the run
11181,9348,decapitation
11190,9348,sexual attraction
12670,9348,los angeles
163481,9348,cocoon
163561,9348,genetic engineering
234319,9348,scientists
235513,9348,alien dna
445,281,pornography
549,281,prostitute
570,281,rape
796,281,police brutality
1566,281,dream
1595,281,ex-girlfriend
2964,281,future
3088,281,bodyguard
4562,281,rapper
4563,281,virtual reality
4565,281,dystopia
4566,281,minidisc
6149,281,police
8440,281,ex-cop
9826,281,murder
12190,281,cyberpunk
12670,281,los angeles
14819,281,violence
15009,281,criminal
155790,281,private detective
162845,281,revolt
187056,281,woman director
3296,5967,car mechanic
3344,5967,letter
4344,5967,musical
6091,5967,war
9457,5967,single
1310,36834,mentor
5933,36834,poet
187056,36834,woman director
108,9090,transvestism
237,9090,gay
242,9090,new york
824,9090,drag queen
1013,9090,homophobia
9935,9090,travel
167043,9090,road movie
187056,9090,woman director
949,3512,terrorist
2314,3512,pentagon
3376,3512,satellite
11219,3512,navy seal
13008,3512,train
1956,9560,world war ii
5334,9560,vineyard
9673,9560,love
9714,9560,remake
13149,9560,pregnancy
190061,9560,harvest
191795,9560,grape
229895,9560,abandoned woman
270,9804,ocean
331,9804,tattoo
1852,9804,mutant
4237,9804,water
4565,9804,dystopia
34161,9804,doomsday
811,76,dialogue
813,76,sunrise
814,76,talking
815,76,soulmates
816,76,walking
1201,76,austria
197528,76,traveller
215205,76,danube
224279,76,bittersweet
233027,76,romantic
233055,76,vienna
187056,11017,woman director
1361,2292,salesclerk
3090,2292,loser
179430,2292,aftercreditsstinger
5906,1909,sex addiction
9673,1909,love
11857,1909,mental institution
14781,1909,patient
15106,1909,psychiatrist
180077,1909,don juan
6021,8984,employee
6282,8984,workplace
10850,8984,sexual harassment
34038,8984,intrigue
949,4954,terrorist
3543,4954,transport of prisoners
3800,4954,airplane
4679,4954,parachuting
9937,4954,suspense
2587,10531,married couple
6460,10531,chile
9137,10531,pinochet-regime
9748,10531,revenge
13005,10531,doctor
13006,10531,torture
33740,10531,humiliation
516,11929,child abuse
703,11929,detective
818,11929,based on novel
1010,11929,bar
2041,11929,island
2619,11929,suspicion of murder
9826,11929,murder
9937,11929,suspense
10041,11929,dysfunctional family
11925,11929,domestic violence
12193,11929,reporter
13097,11929,maid
18047,11929,anger
33457,11929,alcoholic
207819,11929,accident
212642,11929,abusive father
212643,11929,abusive husband
212644,11929,anti-depressant
212645,11929,bangor-maine
212646,11929,bank account
1420,8467,gas station
2669,8467,motel
5303,8467,utah
6241,8467,stupidity
8126,8467,pill
9864,8467,prank
11333,8467,cigar smoking
14819,8467,violence
15009,8467,criminal
18326,8467,fired from the job
159574,8467,clumsiness
160962,8467,stepmother stepdaughter relationship
167310,8467,sitting on a toilet
167584,8467,aspen colorado
167591,8467,parakeet
167598,8467,defecation
167608,8467,scooter
167615,8467,hotel suite
167617,8467,endangered species
167619,8467,foolish
215404,8467,laxative
1918,10451,cooking
2875,10451,sense of life
5600,10451,daughter
13043,10451,dating
18035,10451,family
1328,20156,secret
2334,20156,nightclub
2589,20156,pet shop
10183,20156,independent film
156455,20156,unhappiness
30,522,individual
444,522,taxi
571,522,transsexuality
663,522,fortune teller
774,522,film business
886,522,film making
887,522,film producer
1950,522,vororte
2559,522,film maker
2792,522,boxer
2793,522,film director
2794,522,oddball
6562,522,celebrity
10338,522,morphine
10732,522,movie studio
12670,522,los angeles
18179,522,drug addict
155167,522,cult director
162687,522,theremin
173594,522,handgun
180193,522,trick or treating
207716,522,actor
232471,522,transvestite
90,397,paris
822,397,airport
930,397,in love with enemy
2519,397,canadian
2599,397,necklace
4544,397,fear of flying
5011,397,deal
5334,397,vineyard
6212,397,smuggling
90,10525,paris
5720,10525,dallas
6496,10525,basketball
6711,10525,crisis
13072,10525,falling in love
177216,10525,referee
494,15789,father son relationship
2032,15789,pop singer
4344,15789,musical
6562,15789,celebrity
7312,15789,road trip
14809,15789,dead mother
157303,15789,first love
166475,15789,goofy
494,21183,father son relationship
818,21183,based on novel
5484,21183,reincarnation
11478,21183,talking dog
13063,21183,car accident
15162,21183,dog
187844,21183,flashback
238687,21183,dog movie
520,14275,chicago
1483,14275,sports team
2394,14275,ghetto
2398,14275,narration
3616,14275,college
6075,14275,sport
6496,14275,basketball
8635,14275,high school sports
10183,14275,independent film
33905,14275,inner city
33910,14275,high school student
456,1024,mother
572,1024,sex
1328,1024,secret
1523,1024,obsession
2132,1024,literature
2483,1024,nudity
2486,1024,fantasy
2983,1024,passion
9673,1024,love
9713,1024,friends
9826,1024,murder
10183,1024,independent film
10768,1024,lesbian
10984,1024,true
14534,1024,relationship
1643,13701,deafness
164181,13701,sister-in-law
164186,13701,character study
164193,13701,uncle nephew relationship
164199,13701,für elise
2064,14819,overweight
5767,14819,summer camp
1334,11777,wedding vows
2303,11777,mathematician
3296,11777,car mechanic
4803,11777,comet
8689,11777,albert einstein
155585,11777,halley's comet
90,628,paris
582,628,san francisco
3133,628,vampire
3136,628,plantation
3143,628,pity
4197,628,bite
231407,628,fang vamp
1009,6280,baby
1279,6280,medicine
6007,6280,media
13149,6280,pregnancy
14760,6280,scientist
156810,6280,science
221297,6280,male pregnancy
228611,6280,fertility
228637,6280,gynaecology
228638,6280,ceasarean birth
570,9061,rape
577,9061,black people
1196,9061,florida
1992,9061,professor
2463,9061,harvard university
6139,9061,innocence
9748,9061,revenge
9937,9061,suspense
4379,37108,time travel
161155,37108,kids
189151,37108,medieval times
160488,6071,hoodlum
803,11,android
4270,11,galaxy
4271,11,hermit
10013,11,death star
10016,11,lightsaber
10527,11,jedi
11107,11,rescue mission
11195,11,empire
11196,11,rebellion
13194,11,planet
155336,11,smuggler
160134,11,the force
161176,11,space opera
163295,11,galactic war
178710,11,stormtrooper
178712,11,totalitarianism
894,9587,depression
10707,9587,mother daughter relationship
10721,9587,pregnant
33513,9587,desire
174566,9587,chalkboard
174570,9587, nightgown
174571,9587,louisa may alcott
174584,9587,birth of twins
187056,9587,woman director
818,19101,based on novel
964,19101,servant
3551,19101,private school
5248,19101,female friendship
6271,19101,boarding school
6731,19101,british
10873,19101,school
12663,19101,little girl
13014,19101,orphan
14636,19101,india
14864,19101,rich poor
15300,19101,father daughter relationship
41172,19101,schoolgirl
155402,19101,presumed dead
155619,19101,attic
170344,19101,imagination
186797,19101,african american servant
196727,19101,fantasy life
380,4476,brother brother relationship
680,4476,montana
818,4476,based on novel
2504,4476,world war i
5973,4476,journey round the world
2112,11008,headquarter
